ROW_NUMBER,SUBGROUP,AVG_SPENDING,TARGET_SPENDING,MONTH_1,MONTH_2,MONTH_3,MONTH_4,MONTH_5,MONTH_6,LABEL
19224,1,210.05,263,138,41,55,21,15,25,0
19225,3,485.01,970,192,44,72,30,20,41,0
19226,3,281.23,562,77,48,57,100,57,163,0
19227,1,361.61,452,88,22,16,81,27,268,1
19228,1,268.73,336,194,72,49,30,18,36,0
19229,3,225.56,451,141,51,117,24,22,147,0
19230,1,147.19,184,6,29,156,19,113,386,1
19231,1,202.82,254,7,36,17,10,134,195,1
19232,1,314.48,393,126,9,2,83,73,209,1
19233,2,342.26,513,61,127,46,65,33,67,1
19234,3,486.78,974,9,23,25,54,56,128,0
19235,1,355.2,444,8,47,106,41,56,244,1
19236,1,319.47,399,135,116,18,161,38,138,0
19237,1,364.57,456,188,71,11,33,22,74,0
19238,1,399.29,499,183,96,19,47,59,98,0
19239,1,315.3,394,115,32,63,23,20,42,0
19240,3,388.33,777,126,173,37,31,150,192,1
19241,2,97.26,146,135,7,272,23,47,225,1
19242,3,302.65,605,2,129,15,86,120,150,0
19243,3,166.59,333,50,161,103,41,53,94,0
19244,2,108.24,162,181,19,36,142,45,286,1
19245,3,284.74,569,208,103,86,3,35,67,1
19246,2,405.72,609,61,169,40,20,27,82,0
19247,2,260.01,390,354,208,18,26,97,110,1
19248,2,162.08,243,229,77,60,4,26,106,1
19249,1,173.14,216,131,134,1,55,34,44,0
19250,2,186.4,280,46,49,37,38,49,76,1
19251,3,32.64,65,318,85,81,24,20,181,1
19252,1,289.06,361,122,0,140,92,53,95,0
19253,1,367.33,459,25,107,176,124,23,151,0
19254,2,108.09,162,230,1,38,156,82,99,1
19255,2,203.24,305,94,62,150,76,37,83,0
19256,3,147.05,294,245,179,41,52,9,80,1
19257,1,110.43,138,49,318,139,56,16,131,1
19258,1,335.39,419,17,257,14,38,139,141,1
19259,1,320.64,401,40,51,6,8,61,129,0
19260,2,234.68,352,52,167,160,47,8,275,1
19261,1,345.9,432,95,36,28,56,30,50,1
19262,1,192.54,241,237,35,35,71,50,281,1
19263,2,264.6,397,96,0,10,27,17,42,1
19264,1,166.78,208,49,182,50,48,34,139,0
19265,3,339.39,679,242,89,39,30,8,94,1
19266,1,295.9,370,32,226,167,33,67,81,1
19267,1,169.14,211,200,102,58,63,39,40,0
19268,2,379.44,569,21,121,28,22,18,85,0
19269,2,252.84,379,104,96,113,8,27,154,0
19270,2,256.93,385,32,10,19,156,138,251,1
19271,2,253.08,380,153,8,55,62,59,62,0
19272,1,125.27,157,134,2,58,39,22,40,0
19273,1,220.7,276,76,74,7,233,71,248,1
19274,2,325.44,488,183,84,67,6,19,143,0
19275,2,433.53,650,153,70,8,69,31,68,0
19276,3,212.27,425,69,38,123,114,38,120,0
19277,3,377.54,755,22,102,97,92,26,267,1
19278,2,277.58,416,214,82,92,38,25,51,0
19279,1,224.74,281,273,0,99,26,88,120,1
19280,3,90.08,180,76,154,151,0,5,220,1
19281,3,94.31,189,64,187,118,104,66,67,0
19282,2,356.87,535,196,183,1,69,63,94,1
19283,1,188.05,235,196,144,23,10,115,118,1
19284,1,109.83,137,12,2,86,53,6,343,1
19285,3,229.18,458,252,195,111,66,24,61,1
19286,2,95.84,144,232,92,118,74,44,46,0
19287,3,390.26,781,79,8,57,49,33,69,1
19288,2,355.34,533,225,20,48,70,44,95,1
19289,3,191.8,384,250,168,13,45,1,129,1
19290,2,364.77,547,399,73,67,58,94,122,1
19291,3,323.22,646,232,26,42,80,55,67,1
19292,3,386.9,774,126,177,15,45,69,70,0
19293,3,195.49,391,199,53,99,71,23,57,0
19294,2,429.49,644,7,109,85,77,30,91,0
19295,3,213.54,427,101,88,199,30,75,113,0
19296,2,157.86,237,220,102,138,0,38,108,1
19297,3,65.59,131,76,133,77,16,76,124,0
19298,1,313.2,392,0,6,44,82,63,100,0
19299,1,380.54,476,289,100,88,100,65,67,1
19300,3,317.96,636,103,116,135,80,73,99,1
19301,2,211.64,317,77,73,57,74,7,111,1
19302,2,54.65,82,14,46,66,31,5,30,1
19303,1,256.15,320,52,228,127,49,47,103,1
19304,1,307.56,384,162,198,0,109,13,124,1
19305,2,297.61,446,165,26,63,18,77,153,0
19306,1,276.1,345,58,11,51,18,0,54,1
19307,3,293.97,588,44,249,24,1,115,173,1
19308,1,46.29,58,25,106,1,35,3,125,0
19309,3,497.47,995,74,184,84,53,32,75,0
19310,3,316.9,634,97,201,137,84,19,68,0
19311,2,319.07,479,193,51,25,11,18,101,0
19312,2,373.05,560,38,40,92,2,60,63,1
19313,3,322.54,645,386,57,128,117,21,104,1
19314,1,369.77,462,271,8,175,6,94,155,1
19315,1,346.67,433,62,83,50,45,18,37,1
19316,1,375.66,470,217,82,34,43,20,106,1
19317,1,143.56,179,247,19,96,5,50,85,1
19318,2,202.72,304,153,105,38,92,1,113,0
19319,1,88.08,110,388,43,226,63,64,132,1
19320,2,171.67,258,102,44,39,8,50,52,1
19321,1,303.88,380,64,115,98,20,21,81,0
19322,2,441.76,663,217,158,81,65,5,80,1
19323,2,81.78,123,34,2,3,70,58,232,1
19324,1,158,198,144,102,35,43,18,57,0
19325,2,389.22,584,46,160,9,46,34,104,0
19326,1,160.99,201,141,26,69,52,90,124,0
19327,2,101.32,152,73,29,39,20,7,24,1
19328,3,169.39,339,59,42,0,115,49,134,0
19329,1,169.28,212,40,97,118,2,52,90,0
19330,1,305.28,382,3,124,157,72,69,77,0
19331,2,120.45,181,23,111,10,33,50,68,0
19332,2,87.74,132,164,55,18,77,17,68,0
19333,2,241.41,362,388,173,18,82,67,85,1
19334,3,411.87,824,114,103,111,22,19,133,0
19335,1,325.29,407,188,30,144,18,32,194,1
19336,3,36.14,72,93,83,24,2,4,89,0
19337,3,274.66,549,97,40,125,3,12,122,0
19338,2,397.02,596,223,99,75,13,0,92,1
19339,2,262.81,394,22,41,211,4,193,238,1
19340,1,119.86,150,133,75,56,6,20,212,1
19341,2,364.63,547,1,8,13,16,18,32,1
19342,3,127.26,255,1,172,65,103,3,158,1
19343,3,481.33,963,132,109,57,78,19,107,0
19344,3,65.14,130,32,121,99,34,31,82,0
19345,3,105.47,211,44,172,9,38,132,211,1
19346,2,205.25,308,98,95,45,102,6,156,0
19347,3,169.41,339,109,227,0,126,41,103,1
19348,2,328.52,493,95,1,28,10,20,141,0
19349,3,260.13,520,336,149,37,52,51,84,1
19350,1,246.1,308,131,153,24,77,34,83,0
19351,3,389.77,780,52,73,118,117,36,106,0
19352,3,44.03,88,151,95,56,47,3,47,0
19353,3,113.02,226,135,89,52,49,23,51,0
19354,1,397.33,497,43,139,96,41,5,75,0
19355,1,107.15,134,8,192,128,9,46,119,1
19356,3,436.41,873,63,175,184,106,12,169,1
19357,1,44.22,55,205,52,81,50,55,163,0
19358,3,315.52,631,9,121,66,107,5,194,1
19359,2,382.79,574,47,41,111,32,182,193,1
19360,3,325.77,652,147,65,35,17,13,18,0
19361,2,327.62,491,4,45,38,54,44,110,1
19362,2,442.1,663,96,178,106,58,30,34,0
19363,2,59.52,89,105,189,136,82,45,49,0
19364,3,35.03,70,199,67,78,75,12,71,0
19365,2,286.83,430,145,164,88,27,20,58,0
19366,1,322.02,403,16,144,13,70,17,139,0
19367,2,209.1,314,150,78,80,35,0,56,0
19368,1,220.73,276,176,82,10,38,3,90,0
19369,3,87.15,174,102,3,19,4,27,140,0
19370,3,373.63,747,3,45,77,77,56,244,1
19371,3,243.03,486,11,65,66,52,28,73,1
19372,1,397.69,497,86,130,38,171,118,270,1
19373,1,100.9,126,13,165,8,48,74,91,0
19374,1,51.78,65,69,22,121,124,39,127,0
19375,2,459.2,689,74,46,22,52,31,70,1
19376,3,301.77,604,146,70,23,15,24,328,1
19377,3,276.9,554,203,89,139,40,51,84,0
19378,1,245.94,307,100,84,128,40,9,141,0
19379,2,71.56,107,230,113,77,10,35,37,1
19380,2,344.74,517,37,39,217,38,90,185,1
19381,3,276.75,554,181,20,46,52,15,85,0
19382,1,369.89,462,70,29,138,61,34,67,0
19383,1,185.94,232,290,24,119,17,72,84,1
19384,1,174.25,218,41,113,3,6,111,125,0
19385,1,279.58,349,37,11,32,67,90,265,1
19386,3,169.29,339,58,36,173,33,141,165,0
19387,1,116.15,145,3,145,57,9,16,65,0
19388,1,403.48,504,129,1,24,40,93,112,0
19389,3,63.62,127,84,187,38,95,14,84,0
19390,1,101.26,127,172,10,54,236,6,231,1
19391,1,200.04,250,57,144,40,6,9,246,1
19392,2,107.7,162,31,100,129,35,18,86,0
19393,1,314.03,393,85,258,125,4,2,132,1
19394,3,258.08,516,93,74,60,13,2,53,0
19395,1,281.94,352,15,48,47,37,41,211,1
19396,1,234.11,293,89,23,236,120,3,135,1
19397,1,328.32,410,309,199,82,117,79,130,1
19398,1,163.47,204,44,59,40,6,1,42,1
19399,2,416.95,625,111,87,37,22,12,26,0
19400,2,389.2,584,67,28,112,11,75,106,0
19401,1,271.76,340,129,40,185,76,8,168,1
19402,2,448.7,673,237,150,80,116,56,70,1
19403,2,267.73,402,3,105,0,133,52,106,0
19404,2,256.17,384,222,41,101,58,35,45,1
19405,1,270.71,338,228,57,13,66,3,135,1
19406,1,386.67,483,90,104,65,38,32,70,1
19407,3,329.27,659,30,72,42,47,11,93,1
19408,1,457.34,572,118,152,83,97,21,135,0
19409,1,333.73,417,90,38,199,196,90,303,1
19410,3,398.94,798,136,69,36,11,4,39,0
19411,1,383.56,479,147,103,19,105,54,178,0
19412,2,107.08,161,76,129,36,25,43,90,0
19413,3,483.97,968,66,33,31,16,2,251,1
19414,2,207.36,311,181,251,92,65,58,62,1
19415,3,28.72,57,203,26,184,45,89,162,1
19416,1,112.63,141,24,2,42,111,18,202,1
19417,2,73.45,110,132,222,43,17,1,191,1
19418,2,406.46,610,142,12,69,10,20,42,0
19419,3,321.49,643,144,123,19,32,18,63,0
19420,1,434.34,543,153,112,115,95,52,79,1
19421,2,322.78,484,196,19,15,19,119,238,1
19422,1,121.12,151,31,70,67,112,49,70,1
19423,3,284,568,60,126,145,87,33,155,0
19424,2,114.61,172,123,121,132,106,1,123,0
19425,2,354.92,532,100,62,36,21,34,249,1
19426,2,383.77,576,53,165,30,6,39,106,0
19427,1,269.56,337,59,86,32,19,60,143,0
19428,1,482.44,603,60,146,9,73,121,197,0
19429,1,162.1,203,48,53,95,13,65,125,0
19430,3,414.33,829,97,163,132,94,53,67,0
19431,3,158.4,317,79,198,78,28,29,90,0
19432,3,270.98,542,170,50,37,22,54,66,0
19433,2,390.46,586,93,35,94,47,29,101,1
19434,1,201.91,252,59,106,120,97,43,77,1
19435,2,331.31,497,50,109,34,30,72,104,1
19436,2,347.8,522,113,62,42,53,59,70,1
19437,2,205.07,308,216,78,93,33,35,47,0
19438,2,397.01,596,191,44,28,64,23,49,0
19439,1,346.83,434,70,30,34,22,8,28,1
19440,3,386.65,773,98,14,12,22,4,145,0
19441,1,121.85,152,80,191,49,0,61,121,0
19442,2,358.58,538,27,278,19,6,104,172,1
19443,3,63.98,128,276,92,72,120,27,122,1
19444,1,248.84,311,193,67,5,16,16,205,1
19445,3,52.84,106,166,83,109,17,30,97,0
19446,3,90.97,182,0,221,116,14,31,120,1
19447,2,226.58,340,74,93,133,32,37,133,0
19448,2,156.56,235,327,165,25,19,99,178,1
19449,3,288.05,576,275,28,5,144,57,97,1
19450,1,377.31,472,183,62,54,46,27,27,0
19451,2,70.35,106,124,86,0,24,75,193,0
19452,2,357.8,537,22,43,15,52,23,37,1
19453,2,148.82,223,130,40,139,11,107,179,0
19454,3,166.02,332,86,40,43,47,27,52,1
19455,3,173.09,346,245,116,202,21,25,204,1
19456,3,259.24,518,84,97,254,44,79,151,1
19457,2,153.07,230,190,143,92,66,16,99,0
19458,1,136.54,171,79,114,34,2,34,136,0
19459,3,386.2,772,4,154,155,16,34,139,1
19460,3,77.15,154,273,38,101,56,41,97,1
19461,2,277.58,416,210,31,43,82,21,115,1
19462,2,251.9,378,257,102,92,70,0,85,1
19463,2,75.5,113,99,4,50,110,160,286,1
19464,1,112.25,140,90,18,60,13,37,77,1
19465,3,401.81,804,96,71,80,163,93,103,1
19466,1,229.76,287,78,198,12,93,13,108,0
19467,1,70.89,89,172,47,17,11,72,80,0
19468,3,152.96,306,181,99,45,34,64,79,0
19469,2,122.56,184,284,70,86,54,12,100,1
19470,1,138.95,174,19,125,40,32,7,279,1
19471,2,29.04,44,120,94,90,37,22,36,0
19472,2,251.41,377,224,53,109,45,31,40,1
19473,1,80.23,100,154,123,98,13,25,89,0
19474,3,469.32,939,248,110,15,31,28,70,1
19475,3,236.1,472,121,131,14,17,26,90,0
19476,2,488.97,733,127,44,100,17,182,239,1
19477,3,289.71,579,232,65,45,56,19,189,1
19478,2,130.18,195,166,40,65,8,27,93,0
19479,2,27.25,41,128,178,36,50,19,91,0
19480,3,73.06,146,41,278,96,14,87,193,1
19481,1,158.96,199,248,44,35,126,22,131,1
19482,3,214.28,429,65,194,98,7,45,93,0
19483,3,183.17,366,29,160,59,51,47,53,0
19484,3,363.58,727,40,255,79,79,76,77,1
19485,1,200.03,250,161,29,77,43,37,155,0
19486,2,226.73,340,92,32,52,46,35,38,1
19487,2,222.41,334,202,86,76,47,64,131,0
19488,1,148.14,185,40,42,133,67,31,293,1
19489,1,233.62,292,96,122,59,44,39,39,1
19490,1,245.52,307,239,120,118,8,40,81,1
19491,1,262.91,329,5,11,46,10,169,261,1
19492,1,160.1,200,19,199,106,79,9,90,0
19493,2,271.61,407,209,36,42,96,16,103,1
19494,1,103.35,129,171,93,112,18,48,60,0
19495,1,376.08,470,164,9,71,55,17,186,1
19496,1,329.5,412,103,185,83,61,2,68,0
19497,2,403.2,605,30,84,121,16,63,188,0
19498,3,173.29,347,34,4,69,21,27,37,1
19499,2,63.31,95,113,105,89,69,26,100,1
19500,2,248.67,373,185,13,126,12,180,193,1
19501,1,199.55,249,255,129,103,4,49,66,1
19502,1,413.58,517,38,261,178,46,6,180,1
19503,3,405.87,812,81,124,83,75,82,161,1
19504,1,242.06,303,20,131,3,104,97,147,0
19505,1,304.18,380,61,188,52,62,67,72,0
19506,1,46.83,59,122,61,28,0,41,43,0
19507,1,157.02,196,232,138,51,23,58,104,1
19508,3,333.21,666,25,190,123,51,11,102,0
19509,1,284.51,356,12,59,63,48,7,210,1
19510,2,34.22,51,35,131,6,0,48,386,1
19511,2,267.17,401,36,121,102,10,132,412,1
19512,2,149.34,224,10,83,89,71,62,84,1
19513,3,307.98,616,32,68,5,41,1,45,1
19514,1,174.67,218,131,119,3,19,38,89,0
19515,3,444.92,890,142,169,4,93,12,82,0
19516,2,372.86,559,37,109,51,2,0,303,1
19517,1,124.25,155,188,87,34,76,25,403,1
19518,3,25.93,52,128,35,56,6,44,130,0
19519,3,54.39,109,156,8,52,52,37,94,0
19520,1,76.37,95,18,33,88,53,8,95,0
19521,2,69.56,104,95,18,35,13,5,26,1
19522,2,184.43,277,148,19,27,70,58,77,0
19523,3,428.07,856,80,178,28,38,3,175,1
19524,3,82.45,165,30,141,30,126,6,169,0
19525,3,90.9,182,63,33,127,100,72,107,1
19526,1,126.47,158,39,72,89,2,87,213,1
19527,1,472.85,591,23,65,21,33,125,132,0
19528,1,57.71,72,50,70,76,16,2,81,1
19529,1,322.53,403,271,4,97,70,7,157,1
19530,1,283.69,355,192,73,64,29,16,25,0
19531,2,475.59,713,124,235,121,67,1,161,1
19532,1,101.86,127,114,226,78,26,34,128,1
19533,3,308.98,618,5,73,39,18,65,406,1
19534,2,335.98,504,122,180,39,74,43,148,0
19535,3,183.14,366,61,202,6,46,7,180,1
19536,3,274.58,549,196,23,1,78,38,63,0
19537,3,362.38,725,131,64,102,46,11,45,0
19538,2,392.95,589,186,114,24,18,18,142,1
19539,3,282.46,565,71,34,73,56,148,224,1
19540,3,355.83,712,184,49,114,8,54,93,0
19541,1,138.27,173,18,8,79,4,6,77,0
19542,3,252.6,505,7,220,12,17,82,164,1
19543,2,290.5,436,3,56,13,19,30,71,1
19544,3,210.02,420,96,65,16,49,22,151,0
19545,2,277.89,417,160,96,245,143,39,130,1
19546,1,358.93,449,133,81,169,101,53,69,0
19547,3,469.69,939,61,19,161,45,89,127,0
19548,1,290.93,364,154,218,21,114,18,184,1
19549,2,145.46,218,56,111,59,26,18,25,1
19550,2,414.68,622,134,71,247,88,65,104,1
19551,3,199.85,400,174,95,0,33,27,70,0
19552,1,180.56,226,216,87,45,59,2,93,1
19553,3,150.59,301,346,39,32,31,43,218,1
19554,2,62.32,93,224,78,90,26,19,65,1
19555,2,417.83,627,144,141,22,10,149,243,1
19556,3,225.09,450,284,149,8,45,33,87,1
19557,1,82.78,103,78,66,16,111,170,268,1
19558,2,168.82,253,37,22,130,82,55,73,0
19559,1,78.82,99,86,25,40,0,20,21,1
19560,2,42.37,64,168,51,124,24,6,129,0
19561,3,211.61,423,86,141,36,64,2,70,0
19562,3,425.93,852,138,100,15,14,12,120,0
19563,1,69.79,87,391,174,13,22,39,174,1
19564,3,79.09,158,91,99,119,61,14,118,0
19565,1,364.32,455,118,2,54,36,22,63,0
19566,1,249.47,312,24,57,10,136,60,215,1
19567,3,243.43,487,69,36,4,127,46,117,0
19568,1,139.73,175,158,62,96,74,6,106,0
19569,2,150.69,226,17,17,36,147,195,297,1
19570,1,197.46,247,94,69,39,22,60,115,1
19571,2,368.22,552,221,39,80,60,50,52,0
19572,2,308.01,462,203,10,51,41,48,149,1
19573,2,360.73,541,86,248,70,90,36,76,1
19574,1,224.45,281,253,56,66,42,48,141,1
19575,3,321.83,644,170,130,125,88,11,82,0
19576,3,110.46,221,9,146,20,21,29,277,1
19577,2,358.28,537,162,39,79,54,12,53,0
19578,1,193.91,242,59,0,16,174,74,179,1
19579,2,46.28,69,159,111,67,14,96,159,0
19580,3,433.46,867,88,58,5,19,69,160,0
19581,3,152.58,305,68,113,19,0,8,87,0
19582,3,98.05,196,96,44,2,95,28,134,0
19583,3,473.79,948,225,29,36,6,62,144,1
19584,2,439.43,659,217,55,3,21,77,129,1
19585,3,6.8,14,0,224,41,149,9,183,1
19586,1,415.25,519,86,85,39,32,7,46,1
19587,1,284.49,356,51,145,24,30,62,87,0
19588,2,78.07,117,40,55,55,8,111,233,1
19589,1,383.41,479,295,168,39,18,28,161,1
19590,2,118.97,178,29,3,14,8,2,32,1
19591,3,128.95,258,196,205,3,8,130,167,1
19592,2,152.1,228,205,63,102,104,42,90,0
19593,3,329.31,659,83,133,17,110,54,105,0
19594,1,306.32,383,141,73,88,13,40,44,0
19595,1,343.17,429,43,64,45,110,59,78,1
19596,1,373.17,466,26,261,72,141,88,121,1
19597,3,427.1,854,233,37,25,57,46,104,1
19598,3,46.28,93,122,99,136,22,28,95,0
19599,3,148.88,298,118,48,114,49,82,91,1
19600,1,44.05,55,226,158,23,19,8,172,1
19601,2,86.48,130,253,131,10,202,79,138,1
19602,2,63.38,95,71,57,45,50,35,37,1
19603,2,430.34,646,134,33,58,22,2,46,0
19604,3,86.58,173,150,168,20,5,61,98,0
19605,3,278.03,556,166,71,32,3,2,125,0
19606,3,343.96,688,176,40,9,55,46,73,0
19607,1,170.96,214,134,63,103,74,15,113,0
19608,3,249.82,500,282,90,103,198,44,199,1
19609,3,164.62,329,273,79,135,90,8,124,1
19610,3,85.22,170,13,261,132,77,20,103,1
19611,3,266.91,534,144,175,90,35,21,37,0
19612,3,84.29,169,316,159,55,53,8,118,1
19613,3,186.09,372,166,58,124,173,70,118,1
19614,1,102.08,128,214,117,33,54,10,74,1
19615,1,363.78,455,31,182,220,125,21,130,1
19616,1,136.89,171,93,98,45,8,129,233,1
19617,2,305.38,458,170,85,111,30,2,104,0
19618,3,16.2,32,60,219,24,46,5,148,1
19619,3,172.61,345,158,118,58,54,35,79,0
19620,3,367.04,734,140,188,57,13,82,126,0
19621,2,194.24,291,121,26,40,37,8,63,0
19622,2,29.94,45,128,2,49,52,30,138,0
19623,2,401.15,602,156,2,92,45,27,77,0
19624,3,382.57,765,2,176,101,40,0,80,0
19625,3,103.18,206,107,71,78,99,40,107,1
19626,1,136.09,170,121,2,152,98,15,114,0
19627,1,459.83,575,63,10,82,152,24,171,0
19628,2,318.06,477,159,17,11,90,21,101,0
19629,2,372.54,559,157,133,35,38,15,124,0
19630,1,88.55,111,160,157,67,11,45,62,0
19631,1,197.48,247,88,91,176,164,10,180,1
19632,2,226.25,339,160,26,191,112,11,106,1
19633,1,145.13,181,155,47,17,9,53,118,0
19634,2,201.55,302,282,7,205,79,18,118,1
19635,3,86.26,173,175,89,30,24,30,51,0
19636,3,194.51,389,174,260,116,7,15,137,1
19637,2,51.5,77,261,66,0,179,126,181,1
19638,3,186.42,373,188,9,79,68,116,146,0
19639,1,242.73,303,7,21,27,87,15,138,0
19640,1,223.6,280,2,199,168,84,18,135,1
19641,3,57.17,114,159,70,83,8,25,54,0
19642,2,228.7,343,205,30,0,139,0,232,1
19643,1,318.45,398,37,42,138,108,51,126,0
19644,2,152.21,228,164,67,103,66,46,56,0
19645,3,298.68,597,109,161,44,124,63,105,0
19646,1,303.82,380,14,43,74,58,30,76,1
19647,3,169.5,339,102,215,100,72,4,113,0
19648,3,286.04,572,223,161,90,36,39,57,1
19649,3,175.41,351,134,17,181,79,82,113,0
19650,3,259.75,520,54,92,33,42,23,51,1
19651,3,475.72,951,46,15,37,65,66,170,0
19652,2,46,69,210,63,15,107,13,94,1
19653,3,252.42,505,14,29,8,81,24,139,0
19654,1,217,271,229,106,50,75,17,129,1
19655,1,405.89,507,7,117,162,1,94,121,0
19656,2,96.65,145,106,74,10,33,76,100,0
19657,3,74.01,148,65,98,39,34,19,40,1
19658,2,343.05,515,117,73,67,7,96,246,1
19659,1,300.01,375,224,175,12,73,60,62,1
19660,3,57.51,115,224,114,52,53,3,56,1
19661,3,54.41,109,255,69,16,87,75,104,1
19662,1,335.45,419,20,285,35,49,23,297,1
19663,1,183.31,229,47,175,1,102,57,120,0
19664,2,402.77,604,195,88,21,15,17,63,0
19665,3,329.46,659,63,107,13,56,21,35,1
19666,2,490.79,736,123,54,28,146,118,137,0
19667,1,273.6,342,27,80,2,31,18,34,1
19668,2,133.85,201,41,30,18,28,17,58,1
19669,1,228.9,286,190,89,108,62,118,142,1
19670,3,390.86,782,75,48,3,56,1,112,0
19671,1,233.54,292,139,51,99,55,9,46,0
19672,2,129.59,194,163,44,166,78,38,117,0
19673,2,510.66,766,96,18,30,20,1,27,1
19674,1,448.55,561,201,161,164,33,53,97,1
19675,2,295.05,443,3,139,1,43,27,82,0
19676,1,165.3,207,233,45,26,62,20,116,1
19677,1,225.2,282,125,22,64,53,31,311,1
19678,1,426.62,533,142,32,38,75,23,89,0
19679,2,146.04,219,112,4,137,46,24,76,0
19680,1,73.75,92,4,22,70,9,5,289,1
19681,3,170.12,340,9,151,48,178,47,173,1
19682,3,310.14,620,62,16,57,45,46,276,1
19683,3,146.68,293,181,106,19,20,20,156,1
19684,1,98.24,123,30,12,69,15,24,42,1
19685,3,281.8,564,121,55,55,30,0,34,0
19686,1,80.29,100,127,30,201,16,39,193,1
19687,1,195.09,244,97,189,65,0,67,84,0
19688,3,342.58,685,223,173,81,3,30,96,1
19689,2,106.73,160,192,2,28,38,12,127,1
19690,2,183.81,276,218,111,3,49,46,75,1
19691,1,106.9,134,183,99,36,5,25,51,0
19692,1,173.27,217,103,16,39,36,7,94,0
19693,2,126.76,190,137,55,33,50,51,176,0
19694,2,196.62,295,191,157,135,96,39,91,1
19695,3,248.38,497,135,67,95,10,89,106,0
19696,1,381.77,477,160,18,41,73,0,107,0
19697,2,395.25,593,25,108,173,5,58,237,1
19698,2,280.44,421,15,168,49,79,2,86,0
19699,1,409.06,511,256,109,19,57,42,123,1
19700,3,418.97,838,94,20,168,3,61,156,0
19701,1,288.67,361,101,58,44,19,15,58,1
19702,2,128.96,193,76,25,60,76,22,140,0
19703,2,441.27,662,61,100,23,51,22,38,1
19704,2,246.62,370,28,74,92,63,44,98,1
19705,2,169.17,254,24,315,171,4,47,148,1
19706,1,257.54,322,23,90,66,63,75,82,1
19707,3,127.27,255,213,42,135,1,12,203,1
19708,3,170.17,340,149,98,49,21,38,44,0
19709,2,128.94,193,194,29,67,9,25,75,0
19710,3,209.29,419,33,19,58,49,11,125,0
19711,3,366.27,733,75,144,32,11,84,260,1
19712,2,303.94,456,287,47,39,27,21,185,1
19713,1,126.92,159,70,9,66,280,194,194,1
19714,1,263.27,329,202,89,101,25,36,49,0
19715,1,477.34,597,199,81,58,7,4,50,1
19716,2,408.18,612,196,3,37,46,166,261,1
19717,2,64.58,97,96,61,66,20,9,43,1
19718,2,271.06,407,28,64,119,128,84,183,0
19719,3,153.95,308,196,65,9,62,31,36,0
19720,1,159.41,199,207,82,78,26,14,95,0
19721,3,131.17,262,118,141,44,97,43,163,0
19722,2,132.56,199,139,312,58,38,106,160,1
19723,2,353.19,530,48,107,146,61,25,115,0
19724,2,59.79,90,85,259,85,45,21,111,1
19725,2,147.59,221,165,173,155,105,11,100,1
19726,1,154.48,193,203,198,74,46,3,82,1
19727,2,415.24,623,112,30,136,138,79,111,0
19728,1,427.42,534,220,99,81,3,36,63,1
19729,3,280.23,560,70,19,59,1,37,109,0
19730,3,377.6,755,158,27,161,29,99,132,0
19731,2,131.83,198,82,34,8,9,57,416,1
19732,2,430.68,646,232,207,4,29,24,213,1
19733,3,88.93,178,194,93,22,29,25,36,0
19734,3,339.34,679,45,136,0,68,16,134,0
19735,2,130.98,196,93,33,27,9,7,23,1
19736,2,61.28,92,83,171,44,28,63,113,0
19737,1,54.34,68,97,128,37,71,40,129,0
19738,2,288.42,433,97,20,199,78,68,144,0
19739,2,92.14,138,96,55,59,42,58,89,1
19740,2,65.08,98,122,52,67,51,0,107,0
19741,1,221.52,277,295,109,125,72,35,73,1
19742,3,15.67,31,189,78,99,51,1,84,0
19743,1,87.41,109,147,45,65,31,60,154,0
19744,1,263.62,330,63,19,115,140,49,116,0
19745,3,220.94,442,133,33,82,58,12,81,0
19746,2,59.79,90,45,151,178,110,17,105,0
19747,2,214.58,322,40,173,18,40,60,68,0
19748,1,31.44,39,134,5,51,11,15,183,1
19749,2,59.71,90,169,26,97,21,9,77,0
19750,2,168.32,252,170,26,5,29,45,124,0
19751,2,119.13,179,73,69,158,88,41,73,0
19752,3,243.77,488,55,12,118,132,26,159,0
19753,1,143.56,179,92,88,58,147,124,200,1
19754,3,371.34,743,122,35,47,22,27,42,0
19755,3,88.37,177,161,128,38,34,91,154,0
19756,3,143.22,286,74,58,65,15,79,108,1
19757,2,203.34,305,262,162,141,25,44,75,1
19758,3,108.79,218,108,40,98,68,16,69,1
19759,2,172.49,259,73,106,56,72,33,59,1
19760,1,405.14,506,100,8,11,32,162,189,1
19761,2,101.02,152,240,69,17,44,12,120,1
19762,3,391.96,784,103,232,149,100,60,65,1
19763,1,303.09,379,85,11,34,19,50,96,1
19764,3,453.69,907,40,109,172,42,20,119,0
19765,1,359.23,449,140,98,16,110,97,145,0
19766,2,348.65,523,116,141,63,3,36,40,0
19767,2,439.79,660,234,91,4,147,9,224,1
19768,2,203.14,305,27,30,33,161,36,215,1
19769,3,380.91,762,29,17,7,23,30,86,1
19770,2,16.46,25,213,101,80,70,35,107,0
19771,3,239.97,480,262,129,53,21,35,106,1
19772,1,196.61,246,185,100,97,32,9,79,0
19773,3,342.54,685,30,22,119,10,41,280,1
19774,3,72.3,145,59,57,141,88,45,112,0
19775,2,49.98,75,181,126,7,26,64,98,0
19776,1,174.19,218,191,57,163,47,12,136,1
19777,2,115.5,173,139,110,40,43,23,44,0
19778,1,351.63,440,53,55,40,8,9,27,1
19779,1,21.39,27,120,51,66,61,17,394,1
