ROW_NUMBER,SUBGROUP,AVG_SPENDING,TARGET_SPENDING,AVG_CALL_COUNT,AVG_CALL_DUR,AVG_ACCT_BAL_BEFORE_CALL,AVG_RECHARGE_AMT,AVG_ACCT_BAL_BEFORE_RECHARGE,LABEL
13800,2,101.1,152,20.45,91.98,201.56,1881.2,39.32,1
13801,2,451.45,677,3.05,77.39,104.31,1922.85,1.67,0
13802,3,189.58,379,5.95,76.05,265.89,337.54,52.08,1
13803,1,23.01,29,25.51,129.1,241.86,2661.28,49.43,1
13804,2,291.4,437,4.39,140.34,48.07,1228.05,60.5,1
13805,1,160.77,201,8.03,174.42,339.7,3319.17,30.66,1
13806,1,43.17,54,3.07,75.09,126.47,2966.45,24.19,0
13807,3,232.97,466,6.37,67.75,98.52,141.48,2.13,0
13808,3,312.03,624,15.6,34.59,287.06,3456.21,23.34,1
13809,1,482.63,603,8.63,33.62,149.92,1234.87,30.01,0
13810,3,35.65,71,20.36,94.48,299.9,549.94,14.66,1
13811,3,384.76,770,12.58,46.82,196.23,2739.61,3.03,0
13812,2,226.25,339,24.49,49.82,359.76,2953.48,63.46,1
13813,3,187.49,375,14.41,128.27,309.95,3390.25,23.81,1
13814,3,283.23,566,11.03,91.23,331.58,1771.76,66.32,1
13815,3,185.38,371,10.49,203.54,168.82,1139.67,28.4,1
13816,2,67.78,102,14.74,107.26,246.18,2462.99,3.69,1
13817,3,45.87,92,11.04,346.9,224.65,2469.76,29.12,1
13818,3,366.15,732,2.56,66.35,289.33,2270.53,2.41,1
13819,2,409.06,614,16.91,10.05,199.47,1050.15,63.17,0
13820,1,80.61,101,7.76,25.34,265.23,3131.43,56.61,1
13821,3,177.91,356,21.17,254.75,80.34,3556.12,27.96,1
13822,2,337.33,506,26.7,131.16,254.66,2227.04,15.08,1
13823,3,373.09,746,20.63,89.95,346.31,3461.25,1.18,1
13824,1,120.94,151,29.38,331.79,236.04,640.03,25.04,1
13825,1,444.64,556,6.51,186.69,344.34,2629.49,23.77,1
13826,1,182.89,229,7.68,15.32,180.65,318.3,51.8,0
13827,1,444.2,555,33.35,57.17,177.76,135.86,22.2,1
13828,2,168.01,252,7.82,80.83,204.85,1823.67,42.18,0
13829,2,317.56,476,4.04,10,219.31,1268.67,56.84,0
13830,1,10.19,13,17.11,50.38,84.36,3267.98,27.24,1
13831,2,278.19,417,15.67,65.27,356.53,218.93,34.51,1
13832,1,88.42,111,28.05,41.19,196.3,2193.94,69.23,0
13833,2,177.08,266,17.19,124.78,172.09,1118.54,46.1,0
13834,3,420.8,842,16.09,159.43,240.98,498.26,37.44,0
13835,1,419.01,524,5.63,438.35,41.56,1754.96,36.75,1
13836,2,442.81,664,7.64,203.61,237.77,3010.62,56.84,1
13837,3,67.23,134,4.99,22.05,127.26,629.62,12.65,0
13838,3,357.7,715,18.31,30.97,288.77,797.02,19.66,0
13839,2,449.82,675,18.71,26.58,56.83,1565.64,45.58,0
13840,3,301.17,602,22.04,134.54,220.01,698.71,54.31,0
13841,1,223.47,279,13.28,82.43,69.79,974.66,56.14,0
13842,3,303.32,607,14.43,81.25,22.23,495.12,29.07,0
13843,3,514.33,1029,15.56,86.22,171.03,2621.67,49.17,0
13844,2,235.64,353,11.26,82.46,213.34,2564.9,0.86,0
13845,3,175.73,351,10.75,110.9,184.36,297.59,37.25,0
13846,2,325.28,488,4.31,79.82,235.03,1133.24,67.6,0
13847,1,211.03,264,6.76,78.47,180.71,2372,55.33,0
13848,3,100.78,202,9.44,96.48,146.27,432.8,10.06,0
13849,2,153.19,230,19.66,66.63,137.91,1337.19,67.58,0
13850,1,347.87,435,5.24,139.95,116.36,1618.44,30.91,0
13851,2,166.54,250,14.47,35.57,156.71,2721.9,26.53,0
13852,3,87.93,176,13.35,87.4,164.05,2733.68,59.54,0
13853,2,385.71,579,15.43,174.97,171.73,740.04,68.35,1
13854,2,438.28,657,19.28,48.85,324.23,1971.17,11.29,1
13855,3,187.11,374,49.64,220.05,7.45,777.68,43.82,1
13856,2,143.84,216,4.21,78.08,110.63,2554.85,10.41,1
13857,3,218.53,437,16.39,205.78,135.45,1604.87,47.02,1
13858,3,392.87,786,16.16,255.09,118.55,1521.94,17.25,1
13859,1,226.87,284,11.43,169.94,124.05,1868.81,39.23,0
13860,2,199.5,299,21.97,133.66,19.38,511.11,43.51,0
13861,1,264.91,331,4.08,205.61,111.39,2494.7,61.15,1
13862,1,398.81,499,17.7,104.47,254.61,1961.59,47.32,1
13863,3,70.21,140,8.44,67.7,106.17,984.9,32.84,0
13864,2,128.26,192,12.76,113.25,318.92,2989.13,32.21,1
13865,3,69.59,139,27.18,25.66,312.14,1999.43,44.22,1
13866,2,43.34,65,3.21,37.88,112.51,1870.38,36.06,0
13867,3,67.69,135,18.13,23.21,254.97,975.52,35.97,1
13868,3,332.4,665,5.22,105.48,212.61,1708.58,11.52,1
13869,1,259.66,325,15.61,3.21,204.92,3210.2,4.77,1
13870,2,344,516,18.01,245.71,199.2,3580.28,58.69,1
13871,2,369.41,554,13.68,75.21,186.23,2812.22,43.36,0
13872,2,387.38,581,34.11,103.19,39.38,2969.29,56.17,1
13873,3,338.95,678,7.48,159.33,180.62,3049.73,33.74,0
13874,3,372.75,746,17.83,151.19,162.44,2236.91,41.57,0
13875,2,198.75,298,22.08,273.7,20.85,2183.52,28.91,1
13876,1,393.53,492,11.7,82.48,172.86,3515.95,69.66,1
13877,1,97.09,121,42.8,74.39,240.94,1102.48,41.72,0
13878,2,206.42,310,12.01,177.52,220.65,2205.38,19.95,1
13879,3,112.68,225,7.33,416.78,84.11,3464.42,9.77,1
13880,3,53.32,107,36.53,100.54,241.46,1844.43,66.06,1
13881,2,342.22,513,10.54,102.29,199.11,810.05,60.7,0
13882,3,34.52,69,8.69,99.77,219.73,1372.31,25.07,0
13883,1,370.89,464,8.99,132.79,141.62,1204.8,24.74,0
13884,3,29.66,59,20.49,38.84,210.74,428.35,51.13,0
13885,1,387.74,485,19.14,198.91,186.56,1244.72,7.69,1
13886,2,289.2,434,16.09,128.91,234.23,2373.24,19.66,0
13887,2,177.41,266,12.09,77.62,224.53,2720.91,56.11,0
13888,3,43.45,87,23.33,72.29,159.48,1881.95,62.34,0
13889,3,97.01,194,19.81,131.76,172.23,1464.93,29.37,1
13890,3,442,884,15.04,14.54,85.39,232.4,62.21,1
13891,1,169.85,212,4.12,12.92,143.48,3131.62,37.34,1
13892,1,119.63,150,21.38,124.57,123.31,2446.32,10.09,0
13893,3,163.96,328,25.17,243.51,289.61,3295.7,42.02,1
13894,3,147.42,295,18.75,84.4,10.57,3245.78,65.73,0
13895,1,335.77,420,2.77,260.53,349.4,952.57,22.59,1
13896,1,310.7,388,15.55,64.97,182.07,2014.34,36.27,0
13897,1,329.79,412,26.05,89.68,312.97,3322.9,30.08,1
13898,2,221.67,333,25.95,29.04,270.6,1315.68,38.47,1
13899,3,70.37,141,17.52,37.42,110.79,3377.62,19.85,0
13900,3,412.1,824,2.83,56.18,279,286.8,46.27,1
13901,2,11.42,17,18.02,53.91,294.58,271.64,43.35,0
13902,1,245.67,307,5.75,140.96,347.59,240.06,3.35,1
13903,2,407.9,612,8.24,422.13,106.88,2288.38,1.73,1
13904,2,194.26,291,25.54,174.29,337.46,3330.06,18.08,1
13905,2,264.5,397,17.04,61.44,36.08,517.32,52.34,0
13906,1,274.72,343,13.58,177.7,131.67,2169.66,68.48,1
13907,3,154.7,309,21.04,309.16,257.62,2921.54,56.86,1
13908,3,172.96,346,7.45,185.22,53.31,254.35,66.09,1
13909,3,144.01,288,10.48,40.59,155.56,479.75,1.05,0
13910,1,429.23,537,3.92,125.45,37.14,710.83,36.32,0
13911,2,286.15,429,5.39,24.56,217.88,118.62,26.22,0
13912,3,206.06,412,18.04,57.76,193.4,438.07,39.95,0
13913,3,270.08,540,18.77,142.05,354.63,91.25,26.91,1
13914,2,312.98,469,17.91,31.14,225.28,104.23,24.52,0
13915,1,370.08,463,3.21,272.9,294.47,1762.95,18.72,1
13916,2,222.21,333,13.87,32,174.01,184.65,4.42,0
13917,2,316.09,474,12.12,564.77,168.83,3477.7,49.44,1
13918,3,304.98,610,10.12,89.71,117.29,828.4,5.82,0
13919,3,133.12,266,3.26,399.75,161.73,409.51,54.9,1
13920,2,452.83,679,2.01,37.22,290.67,1844.67,28.74,1
13921,1,424.77,531,25.71,105.93,330.12,3098.43,57.29,0
13922,1,22.93,29,18.67,116.12,34.08,2521.05,5.16,0
13923,2,148.98,223,11.48,52.37,351.43,3441.56,37.2,1
13924,2,343.72,516,8.2,198.55,335.07,230.01,31.23,1
13925,1,82.88,104,25.84,24.98,198.94,2568.04,11.07,1
13926,3,12.22,24,12.7,55.15,295.14,1235.06,28.97,1
13927,3,128.27,257,10.71,65.54,324.75,573.57,64.9,1
13928,1,265.33,332,8.51,115.85,88.58,3079.64,65.29,0
13929,1,332.12,415,5.15,19.9,72.24,273.26,30.53,0
13930,1,456.48,571,28.62,309.73,138.3,888.3,48.32,1
13931,2,349.23,524,18.74,79.42,29.78,349.82,43.93,1
13932,3,409.82,820,22.22,13.61,332.62,1706.11,19.1,1
13933,2,55.7,84,18.96,62.85,198.81,2085.2,23.13,0
13934,1,167.58,209,4.74,44.44,292.84,3588.47,41.24,1
13935,2,338.4,508,16.81,86.05,130.48,3462.66,31.18,0
13936,2,155,233,2.82,268.77,96.54,2691.99,31.85,1
13937,3,361.84,724,6.3,42.22,348.76,3574.48,70.74,1
13938,1,174.71,218,9.86,116.34,35.16,2089.46,41.04,0
13939,1,387.5,484,18.98,60.24,33.96,3091.7,50.43,0
13940,2,200.42,301,26.74,317.06,165.12,2834.31,1.14,1
13941,2,177.46,266,18.65,140.08,89.11,2018.38,32.87,0
13942,1,268.62,336,5.15,36.46,275.99,3118.15,14.97,1
13943,3,235.86,472,11.65,75.83,352.71,3109.49,46.57,1
13944,1,116.62,146,26.09,207.77,12.39,124.37,32.67,1
13945,2,78.88,118,22.11,15.4,217.71,2999.52,59.02,0
13946,2,314.15,471,6.44,82.62,199.24,3178.8,60.51,0
13947,1,368.95,461,6.92,120.54,203.38,405.87,9.74,0
13948,2,191.94,288,15.65,338.46,306.66,2292.06,46.94,1
13949,2,91.98,138,11.67,189.87,128.85,1196.19,35.01,1
13950,3,229.16,458,11.86,108.19,256.13,3493.04,20.39,1
13951,1,3.83,5,2.61,12.59,288.72,2446.15,31.88,1
13952,3,324.45,649,2.96,77.8,170.16,3566.31,15.92,0
13953,1,259.98,325,2.37,47.16,190.45,2267.06,50.87,0
13954,2,217.27,326,3.52,94.15,122.38,1864.91,49,0
13955,3,268.77,538,10.23,133.99,311.39,180.89,68.49,1
13956,3,247.65,495,10.88,136.8,264.67,1641.19,0.25,1
13957,1,68.19,85,20.74,64.05,76.66,2125.77,34.99,0
13958,3,208.59,417,5.91,119.51,57.42,3096.44,51.83,0
13959,3,235.23,470,6.19,73.98,238.69,2403.45,56.32,1
13960,2,26.29,39,4.37,79.16,14.09,231.96,46.3,0
13961,3,189.33,379,11.59,132.91,98,694.65,8.85,0
13962,2,293.43,440,13.45,149.87,16.83,2791,47.66,0
13963,2,406.7,610,18.63,155.34,331.54,3208.25,42.96,1
13964,1,85.24,107,28.09,344.44,122.77,1409.82,48.69,1
13965,3,405.61,811,3.19,281.56,229.9,2675.64,5.78,1
13966,1,274.86,344,7.95,16.76,110.75,499.18,56.07,1
13967,1,108.6,136,2.69,76.01,92.94,1757.48,1.03,0
13968,2,174.09,261,20.19,27.38,118.31,395.91,35.94,0
13969,3,169.09,338,37.16,43.18,270,2241.83,51.28,1
13970,1,88.61,111,30.1,48.77,183.59,2439.56,56.54,1
13971,1,172.68,216,22.72,61.83,63.7,142.36,60.11,1
13972,1,233.86,292,9.06,284.02,167.29,2224.83,46.8,1
13973,2,337.22,506,6.23,309.11,139.89,893.38,27.25,0
13974,2,337.87,507,11.12,43.91,293.3,3081.28,13.83,0
13975,2,383.18,575,7.91,349.42,237.32,466.78,4.91,1
13976,1,310.64,388,26.25,119.6,189.8,2467.95,13.29,1
13977,3,39.81,80,43.24,68.78,148.26,953.15,28.38,1
13978,1,284.26,355,19.62,12.6,160.55,1528.41,45.56,0
13979,3,276.47,553,6.88,114.87,326.46,1840.26,46.42,1
13980,2,100.33,150,15.78,3.47,139.64,3176.67,56.34,0
13981,1,123.79,155,3.86,48.2,79.02,150.28,34.02,0
13982,3,259.83,520,14.59,83.72,169.66,479.81,7.58,0
13983,2,5.21,8,36.36,55.82,241.13,2013.55,31.34,1
13984,3,85.97,172,30.11,85.01,140.36,1945.82,31.31,1
13985,2,150.58,226,2.53,185.39,241.74,1906.08,20.36,1
13986,3,439.19,878,29.44,158.41,217.79,3405.7,19.58,1
13987,3,325.71,651,25.91,329.49,242.87,1336.41,11.37,1
13988,2,73.15,110,10.82,152.81,121.49,2454.8,7.87,0
13989,1,242.55,303,16.14,26.58,331.56,296.37,66.4,1
13990,2,247.9,372,6.33,79.94,309.35,2122.13,8.56,1
13991,3,167.3,335,16.21,38.19,146.54,3168.33,36.57,0
13992,2,383.32,575,7.68,84.47,95.54,2678.45,18.76,0
13993,2,292.9,439,17.15,83.85,320.05,1034.32,48,1
13994,3,40.45,81,28.22,112.8,39.9,1310.4,38.29,1
13995,2,106.64,160,13.39,272.5,106.9,3017.2,33.07,1
13996,3,391.89,784,7.08,126.07,329.93,3431.77,12.89,1
13997,3,286.58,573,20.5,194.96,190.42,3137.24,19.63,1
13998,2,136.76,205,17.89,7.05,175.66,3159.54,16.29,0
13999,2,244.3,366,23.06,26.53,76.33,1910.06,55.32,0
14000,1,151.64,190,13.59,227.47,166.13,2412.98,5.13,1
14001,3,72.11,144,19.62,78.03,242.69,2818.6,53.74,0
14002,3,234.51,469,9.65,128.28,119.55,3472.46,5.7,0
14003,1,115.16,144,10.4,54.87,328.41,3304.02,34.85,1
14004,2,138,207,29.39,17.78,233.76,141.99,19.07,1
14005,3,398.11,796,21.75,102.58,234.76,3143.71,69.82,0
14006,3,371.38,743,17.41,466.9,116.02,1765.03,61.49,1
14007,2,134.53,202,10.08,43.07,72.86,1125.71,16.73,0
14008,1,323.77,405,6.45,127.84,157.63,3507.54,44.12,0
14009,1,17.72,22,5.43,63.32,220.57,1643.61,0.43,0
14010,3,264.54,529,13.34,23.89,57.56,1542.55,3.86,0
14011,1,245.15,306,16.53,259.4,132.87,207.35,34.89,1
14012,1,178.13,223,18.67,341.02,320.3,3298.69,67.86,1
14013,1,379.98,475,21.09,227.71,130.12,2088.85,46.94,1
14014,1,453.26,567,8.79,74.85,215.52,689.69,46.44,0
14015,1,305.03,381,15.78,163.82,198.62,2755.02,29.72,1
14016,1,78.93,99,21.67,52.57,251.19,2469.21,20,1
14017,3,195.48,391,8.18,98.36,219.04,2830.82,12.81,1
14018,2,258.56,388,18.45,38.87,51.82,2695.39,18.36,0
14019,1,421.05,526,19.73,531.7,224.24,1644.44,18.91,1
14020,2,407.13,611,47.72,38.95,167.97,2894.5,9.18,1
14021,3,332.85,666,13.79,192.6,330.74,1074.91,43.81,1
14022,3,265.85,532,7.36,22.2,12.07,2183.01,64.58,0
14023,3,77.26,155,14.94,178.19,279.87,3561.72,50.31,1
14024,2,309.67,465,20.49,18.51,111.94,943.75,49.84,0
14025,2,303.2,455,10.65,80.09,162.88,977.55,49.97,0
14026,2,260.26,390,18.36,43.49,252.55,1433.3,66.1,1
14027,1,127.05,159,22.61,57.55,164.02,1112.94,8.6,0
14028,3,392.74,785,19.99,31.71,95.54,1714.32,51.12,0
14029,3,401.83,804,9.03,110.99,272.04,3068.66,37.63,1
14030,2,57.19,86,34.18,125.41,151.52,505.82,44.76,0
14031,3,282.77,566,34.53,44.08,192.58,1606.33,23.84,1
14032,3,350.46,701,9.42,157.45,69.92,152.65,34.95,0
14033,1,24.36,30,11.64,33.38,166.04,3274.56,6.05,0
14034,1,210.08,263,20.41,128.05,261.78,3029.36,47.41,0
14035,3,265.6,531,2.02,62,299.47,2436.05,26.63,0
14036,2,146.02,219,10.24,94.27,117.86,707.24,20.62,0
14037,1,61.21,77,3.65,159.88,294.64,2467.9,28.29,1
14038,3,327.93,656,31.54,146.17,9.25,85.31,57.51,1
14039,1,29.29,37,24.39,88.38,167.21,736.5,5.73,0
14040,2,346.18,519,14.86,283.62,138.73,2186.96,31.05,1
14041,3,165.5,331,10.75,30.92,225.58,3146.87,10.2,0
14042,2,264.96,397,14.79,59.85,153.95,545.49,33.28,0
14043,3,22.53,45,2.37,127.13,104.6,981.48,44.05,0
14044,1,256.04,320,11.78,122.79,62.07,3570.34,64.36,0
14045,3,24.04,48,10.26,123.62,245.07,3147.27,28.9,0
14046,2,306.2,459,10.31,183.26,83.95,2925.56,5.09,1
14047,3,331.64,663,25.69,180.69,72.28,825.09,6.17,1
14048,1,349.52,437,6.24,151.55,268.18,3460.94,5.72,1
14049,3,256.65,513,13.9,36.63,295.32,380.66,25.07,1
14050,3,14,28,16.23,60.05,52.39,2494.4,38.76,0
14051,1,42.66,53,6.9,30.47,86.42,2238.74,45.92,0
14052,1,265.52,332,31.57,115.29,31.2,358.38,5.89,1
14053,1,83.77,105,18.32,68.48,41.7,3262.23,46.67,0
14054,3,117.4,235,7.36,65.02,103.67,69.93,60.94,0
14055,3,414.66,829,2.55,28.59,336.05,1175.81,32.91,0
14056,1,401.45,502,3.41,115.15,320.51,273.17,43.43,1
14057,2,397.41,596,18.89,185.21,41.06,587.28,48.44,1
14058,3,102.09,204,4.83,92.76,51.51,910.31,1.49,0
14059,1,449.23,562,2.21,131.46,77.39,2652.96,6.75,0
14060,3,400.26,801,11.21,111.25,327.54,2081.99,42.02,1
14061,2,13.12,20,6.79,52.54,289.46,3475.75,43.37,1
14062,1,25.81,32,10.38,329.88,19.47,1434.34,13.15,1
14063,1,353.91,442,6.63,10.58,70.67,3039.83,50.13,0
14064,1,409.63,512,26.23,53.07,288.61,2270.24,15.55,1
14065,3,113.93,228,21.51,9.61,43.93,1944.15,60.41,0
14066,2,338.22,507,22.69,351,249.62,308.82,55.41,0
14067,3,69.19,138,3.4,22.62,96.76,3135.35,24.65,1
14068,3,54.44,109,5.37,64.98,244.48,180.52,1.02,1
14069,2,270.25,405,13.93,85.36,328.72,2981.65,49.29,1
14070,2,490.66,736,19.09,129.36,328.03,1591.92,21.06,1
14071,1,34.47,43,17.35,172.09,323.87,1428.99,14.5,0
14072,3,96.23,192,14.94,141.64,102.38,2920.46,18.39,0
14073,2,54.38,82,9.81,20.77,11.17,1599.07,41.76,0
14074,3,127.28,255,10.05,59.75,158.87,3318.13,16.77,0
14075,1,77.93,97,18.24,167.21,244.69,746.95,44.9,1
14076,3,407.3,815,3.84,84.67,65.09,3476.12,61.01,0
14077,2,84.17,126,3.82,134.72,326.8,983.53,55.01,1
14078,3,189.77,380,16.6,82.64,257.11,3223.59,54.32,1
14079,2,204.45,307,39.56,15.41,320.94,2024.79,2.66,1
14080,2,403.51,605,3.86,26.9,261.91,1415.58,26.82,1
14081,3,292.88,586,17.98,42,214.35,87.67,49.65,0
14082,2,227.54,341,17.41,52,173.44,1626.36,51.51,0
14083,1,132.25,165,24.06,130.25,323.9,3541.34,4.17,1
14084,3,179.05,358,12.6,38.18,43.62,3451.79,13.72,1
14085,1,221.49,277,6.41,29.78,212.06,1500.66,64.5,0
14086,3,347.71,695,13.04,287.35,147.37,2791.58,10,1
14087,3,434.48,869,3.97,141.92,62.13,586.67,25.25,0
14088,1,32.14,40,4.74,555.07,334.63,2828.85,22.95,1
14089,1,267.25,334,6.53,119.44,280.17,2820.58,0.7,0
14090,2,323.17,485,7.72,284.1,241.34,3230.49,42.44,1
14091,3,52.06,104,26.42,97.83,114.67,466.86,61.96,0
14092,2,95.21,143,13.39,255.31,159.56,1594,30.27,1
14093,2,438.49,658,11.79,49.73,248.27,3471.54,65.43,1
14094,1,228.95,286,27.41,193.13,224.2,2129.99,43.72,1
14095,1,414.58,518,6.19,62.74,247.21,2742.09,34.78,1
14096,1,206.1,258,16.52,12.91,54.04,1667.97,5.33,0
14097,3,104.65,209,3.34,215.5,191.24,1115.87,6.18,1
14098,2,199.68,300,17.85,255.31,81.22,563.49,55.31,1
14099,3,136.65,273,10.63,14.36,222.63,321.41,39.58,0
14100,3,429.62,859,9.18,64.39,27.74,1506.49,29.28,0
14101,3,37.03,74,16.39,185.37,226.84,229.85,49.53,1
14102,3,523.1,1046,10.5,7.67,200.55,3245.2,48.17,1
14103,1,249.17,311,8.99,171.56,322.9,2888.15,70.64,1
14104,2,144.88,217,20.26,39.15,198.37,2568.54,30.89,0
14105,1,376.44,471,9,193.14,69.04,1124.85,38.22,1
14106,1,180.31,225,13.02,165.69,215.74,1986.39,9.7,1
14107,2,188.94,283,4.99,35.2,287.22,854.77,68.01,1
14108,2,424.49,637,7.58,100.66,156.92,3398.69,70.29,0
14109,3,398.12,796,20.59,100.01,128.86,3545.62,27.58,0
14110,3,73.74,147,7.77,39.4,91.52,3088.24,53.83,1
14111,3,187.32,375,22,67.92,182.7,1541.09,31.29,1
14112,1,37.86,47,12.41,105.8,232.46,3512.74,54.45,0
14113,1,70.18,88,12.03,33.62,355.83,3203.56,12.69,1
14114,3,457.44,915,10.17,6.23,99.41,989.79,15.57,0
14115,3,197.28,395,14.42,28.21,307.87,1579.15,61.96,1
14116,2,329.6,494,21.88,15.19,277.27,2603.05,70.17,1
14117,3,191.11,382,18.47,84.91,230.05,850.39,22.14,0
14118,3,576.83,1154,15.36,161.66,129.83,2619.03,51.5,1
14119,2,207.2,311,3.33,61.71,151.53,2042.63,54.29,1
14120,1,255.22,319,27.52,25,352.19,428.12,68.94,1
14121,1,414.23,518,16.99,234.85,135.48,1705.33,0.09,0
14122,1,116.37,145,19.31,26.09,222.92,2832.19,55.48,0
14123,3,78.93,158,10.32,53.08,85.37,2780.28,67.31,1
14124,1,440.08,550,5.26,173.44,355.06,1192.25,68.76,1
14125,3,399.06,798,6.48,213.2,88.33,464.52,49.83,1
14126,1,283.98,355,5.32,50.6,223.76,179.78,54.8,0
14127,2,316.43,475,3.36,48.24,139.19,961.68,10.55,0
14128,2,122.67,184,22.56,83.75,16.01,2987.47,66.46,0
14129,3,32.96,66,11.03,48.5,211.01,779.61,27.94,0
14130,1,90.37,113,8.72,12.18,314.7,458.6,68.05,1
14131,2,186.93,280,15.5,62,157.12,1150.91,59.89,0
14132,3,150.06,300,12.4,57.73,282.16,956.09,70.76,1
14133,3,254.02,508,15.33,204.3,55.52,2368.96,1.03,1
14134,3,27.83,56,12.85,41.47,98.64,1960.98,44.33,0
14135,1,112.77,141,23.06,96.17,332.49,2809.94,14.3,1
14136,2,201.78,303,4.98,335.27,134.39,1797.29,1.06,1
14137,2,407.8,612,9.35,491.46,186.68,2550.48,2.61,1
14138,3,272.61,545,8.57,170.71,250,2341.84,66.85,1
14139,3,146.34,293,8.4,41.15,356.51,304.79,29.11,1
14140,3,294.64,589,13.73,156.26,8.66,3219.13,45.4,1
14141,1,372.95,466,4.32,150.04,329.06,2069.36,44.8,1
14142,1,105.2,132,13.25,24.63,145.93,591.2,38.78,0
14143,1,462.57,578,11.15,48.15,325.08,718.43,42.7,1
14144,1,338.44,423,26.63,3.59,344.7,2871.01,70.82,1
14145,1,120.35,150,9.23,292.72,69.59,403.07,33.37,1
14146,3,349.12,698,12.22,153.75,244.94,1337.46,66.09,0
14147,2,431.34,647,23.63,121.06,233.51,3357.44,27.12,0
14148,3,363.14,726,5.54,8.1,26.74,783.07,12.72,0
14149,3,275.95,552,19.14,60.07,295.6,1432.98,35.95,1
14150,3,328.11,656,5.72,6.13,183.71,3284.33,11.98,0
14151,2,250.36,376,25.37,90.62,206.37,1581.08,9.75,1
14152,3,220.58,441,15.74,30.63,306.19,273.63,15.26,1
14153,3,231.81,464,8.18,239.7,181.88,165.57,26.37,1
14154,1,195.94,245,9.2,106.7,338.38,2372.52,49.59,0
14155,2,337.82,507,16.95,130.83,108.82,1121.31,59.93,1
14156,2,375.17,563,28.93,13.37,94.05,2356.64,55.01,1
14157,3,164.58,329,7.85,26.88,114.54,2552.46,48.05,0
14158,2,319.6,479,13.01,61.44,55.42,1002.99,67.9,0
14159,3,102.53,205,9.77,102.28,235.19,191.49,69.31,0
14160,3,323.76,648,28.96,29.83,258.65,2853.97,2.69,0
14161,1,350.93,439,6.66,88.21,57.54,314.63,70.82,0
14162,3,198.37,397,11.71,28.13,284.84,293.05,48.31,1
14163,3,154.94,310,3.65,139.36,107.51,628.51,25.52,0
14164,2,184.94,277,11.19,59.58,243.67,2956.02,52.52,0
14165,1,304.72,381,25.64,423.71,326.58,1815.12,15.75,1
14166,1,447.15,559,9.02,30.41,54.81,1187.15,58.3,1
14167,1,31.29,39,18.32,151.29,304.12,190.49,23.82,1
14168,3,223.6,447,6.79,36.74,356.2,585.66,4.25,1
14169,2,96.85,145,6.2,275.14,350.74,827.32,51.35,1
14170,2,153.53,230,8.58,232.34,231.75,3159.51,57.99,0
14171,2,165.77,249,35.86,31.16,105.38,692.18,9.15,0
14172,1,85.11,106,5.4,144.96,144.94,1681.64,65.42,1
14173,3,62.4,125,5.77,366.37,273.58,3232.34,48.87,1
14174,2,166.77,250,16.9,31.58,9.92,1164.73,53.98,0
14175,1,25.39,32,10.88,38.97,275.04,2199.09,12.42,0
14176,3,366.61,733,17.26,116.88,111.12,1503.48,70.24,0
14177,3,207.99,416,16.23,180.17,227.88,2614.62,12.09,1
14178,2,353.23,530,10.23,199.67,271.05,2687.94,33.91,1
14179,3,431.49,863,13.16,262.54,248.45,1712.33,17.83,0
14180,1,77.62,97,9.17,49.19,348.41,1291.56,43.62,1
14181,1,347.44,434,15.77,137.1,200.13,3246.98,68.84,0
14182,1,275,344,38.76,23.47,203.97,2917.79,15.23,1
14183,1,350.78,438,4.67,154.95,334.79,427.46,48.11,1
14184,3,533.85,1068,16.92,13.33,46.89,113.45,39.9,0
14185,3,376.76,754,7.54,100.86,141.9,436.4,47.27,1
14186,3,444.66,889,22.03,111.56,328.76,2944.2,66.79,1
14187,2,446.66,670,29.32,114.46,316.3,3031.31,1.65,0
14188,1,383.9,480,7.7,44.96,17.83,2683.94,5.54,0
14189,1,270.78,338,2.65,87.42,318.94,2618.23,8.4,0
14190,2,31.09,47,4.77,157.34,253.94,3430.43,58.77,0
14191,2,433.51,650,7.71,276.63,202.32,2416.29,31.13,1
14192,3,106.04,212,18.15,278.66,331.99,1534.91,10.6,1
14193,3,357.14,714,24.93,121.66,204.2,189.55,14.08,0
14194,3,16.9,34,3.75,103.02,208.47,59.5,51.34,0
14195,2,316.86,475,13.14,87.8,106.94,1779.54,49.98,0
14196,3,157.25,315,6.78,81.49,341.14,2441.31,27.14,1
14197,2,300.47,451,13.77,72,178.23,1706.76,16.82,0
14198,1,239.56,299,9.16,16.53,246.76,280.57,37.53,1
14199,1,280.23,350,17.88,85.42,295.12,1801.62,25.57,1
14200,3,196.91,394,2.92,59.19,136.41,2176.9,23.48,0
14201,1,122.04,153,22.86,86.88,310.71,2698.06,58.01,1
14202,3,262.91,526,4.75,93.54,353.08,1938.64,60.31,1
14203,1,406.56,508,7.26,375.7,262.28,1859.09,66.02,1
14204,2,180.34,271,12.63,6.92,38.51,3019.77,16.9,0
14205,2,23.26,35,7.05,75.83,338.6,940.44,34.97,1
14206,3,75.85,152,24.15,2.27,215.88,1367.32,60.69,0
14207,1,264.43,331,1.34,194.2,88.9,579.01,32.71,1
14208,3,266.99,534,12.43,257.18,5.82,1477.81,67.39,1
14209,1,405.02,506,21.43,284.45,144.11,2810.67,64.38,1
14210,1,113.74,142,17.62,95.56,172.91,2188.58,18.55,0
14211,1,286.52,358,12.11,200.4,183.22,353.17,50.74,1
